tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;cur_passengers;cur_fare;ly_fare;ly_passengers;amount_change;percent_change;amount_change_pax;percent_change_pax;Geocoded_City1;Geocoded_City2
Table 3;2,022;2;32,575;34,492;Los Angeles, CA (Metropolitan Area);Raleigh/Durham, NC;89,150;394.30;213.73;83,040;180.58;0.8449;6,110;0.0736;;
Table 3;2,022;2;33,105;30,466;Cincinnati, OH;Phoenix, AZ;32,390;318.26;181.62;34,330;136.64;0.7523;-1,940;-0.0565;;
Table 3;2,022;2;33,214;30,559;San Antonio, TX;Seattle, WA;39,270;337.74;172.18;37,780;165.56;0.9616;1,490;0.0394;;
Table 3;2,022;2;33,495;30,559;New Orleans, LA;Seattle, WA;42,100;384.05;187.93;31,820;196.11;1.0435;10,280;0.3231;;
Table 3;2,022;2;33,495;34,492;New Orleans, LA;Raleigh/Durham, NC;23,610;306.14;184.36;15,810;121.78;0.6605;7,800;0.4934;;
Table 3;2,022;2;34,057;33,195;Portland, OR;Tampa, FL (Metropolitan Area);19,680;407.78;243.90;18,430;163.88;0.6719;1,250;0.0678;;
Table 3;2,022;2;34,100;33,570;Philadelphia, PA;San Diego, CA;53,120;454.95;261.70;45,140;193.25;0.7384;7,980;0.1768;;
Table 3;2,022;2;34,492;30,559;Raleigh/Durham, NC;Seattle, WA;51,000;374.95;218.31;38,030;156.64;0.7175;12,970;0.3410;;
Table 3;2,022;2;34,492;32,457;Raleigh/Durham, NC;San Francisco, CA (Metropolitan Area);59,960;473.21;277.23;37,380;195.99;0.7070;22,580;0.6041;;
Table 3;2,022;2;34,492;33,570;Raleigh/Durham, NC;San Diego, CA;27,560;465.35;269.93;17,400;195.42;0.7240;10,160;0.5839;;
Table 3;2,022;2;34,614;30,559;Salt Lake City, UT;Seattle, WA;103,140;241.59;137.53;95,970;104.06;0.7566;7,170;0.0747;;
Table 3;2,022;1;30,194;31,295;Dallas/Fort Worth, TX;Detroit, MI;76,720;235.07;125.55;57,420;109.52;0.8724;19,300;0.3361;;
Table 3;2,022;1;30,325;31,454;Denver, CO;Orlando, FL;208,540;225.46;145.97;120,070;79.50;0.5446;88,470;0.7368;;
Table 3;2,022;1;30,325;33,728;Denver, CO;Pensacola, FL;22,280;218.03;143.16;16,940;74.87;0.5230;5,340;0.3152;;
Table 3;2,022;1;30,325;34,100;Denver, CO;Philadelphia, PA;90,890;208.28;134.31;40,480;73.97;0.5508;50,410;1.2453;;
Table 3;2,022;1;30,372;31,703;Aspen, CO;New York City, NY (Metropolitan Area);22,070;565.68;323.64;10,770;242.03;0.7478;11,300;1.0492;;
Table 3;2,022;1;30,397;30,325;Atlanta, GA (Metropolitan Area);Denver, CO;177,880;204.16;129.65;110,670;74.51;0.5747;67,210;0.6073;;
Table 3;2,022;1;30,397;31,454;Atlanta, GA (Metropolitan Area);Orlando, FL;169,120;175.25;111.74;93,040;63.51;0.5684;76,080;0.8177;;
Table 3;2,022;1;30,397;31,650;Atlanta, GA (Metropolitan Area);Minneapolis/St. Paul, MN;67,040;257.78;166.39;40,190;91.39;0.5493;26,850;0.6681;;
Table 3;2,022;1;30,397;32,211;Atlanta, GA (Metropolitan Area);Las Vegas, NV;193,890;238.06;134.68;133,540;103.38;0.7676;60,350;0.4519;;
Table 3;2,022;1;30,559;30,436;Seattle, WA;Tucson, AZ;37,960;194.56;116.78;22,790;77.78;0.6661;15,170;0.6656;;
Table 3;2,022;1;30,581;33,195;Bangor, ME;Tampa, FL (Metropolitan Area);15,680;149.76;98.52;8,150;51.24;0.5200;7,530;0.9239;;
Table 3;2,022;1;30,713;31,454;Boise, ID;Orlando, FL;15,070;318.03;190.77;12,760;127.26;0.6671;2,310;0.1810;;
Table 3;2,022;1;30,721;30,849;Boston, MA (Metropolitan Area);Bozeman, MT;14,690;336.19;214.01;7,370;122.18;0.5709;7,320;0.9932;;
Table 3;2,022;1;30,721;31,454;Boston, MA (Metropolitan Area);Orlando, FL;400,700;203.10;112.43;168,080;90.67;0.8064;232,620;1.3840;;
Table 3;2,022;1;30,721;31,624;Boston, MA (Metropolitan Area);Key West, FL;19,820;319.10;195.31;11,760;123.79;0.6338;8,060;0.6854;;
Table 3;2,022;1;30,721;31,714;Boston, MA (Metropolitan Area);Fort Myers, FL;219,560;243.61;143.04;115,550;100.57;0.7031;104,010;0.9001;;
Table 3;2,022;1;30,721;33,195;Boston, MA (Metropolitan Area);Tampa, FL (Metropolitan Area);215,020;197.84;121.56;97,940;76.27;0.6274;117,080;1.1954;;
Table 3;2,022;1;30,721;34,614;Boston, MA (Metropolitan Area);Salt Lake City, UT;72,100;365.62;236.95;31,260;128.68;0.5431;40,840;1.3065;;
Table 3;2,022;1;30,721;34,986;Boston, MA (Metropolitan Area);Sarasota/Bradenton, FL;48,610;232.36;143.18;28,810;89.18;0.6229;19,800;0.6873;;
Table 3;2,022;1;30,977;33,570;Chicago, IL;San Diego, CA;111,540;260.95;157.50;41,300;103.45;0.6568;70,240;1.7007;;
Table 3;2,022;1;31,057;30,325;Charlotte, NC;Denver, CO;85,110;189.90;122.72;44,030;67.18;0.5475;41,080;0.9330;;
Table 3;2,022;1;31,057;33,195;Charlotte, NC;Tampa, FL (Metropolitan Area);37,450;251.74;147.95;26,650;103.78;0.7015;10,800;0.4052;;
Table 3;2,022;1;31,295;32,211;Detroit, MI;Las Vegas, NV;148,490;216.03;140.70;86,530;75.33;0.5354;61,960;0.7160;;
Table 3;2,022;1;31,295;32,575;Detroit, MI;Los Angeles, CA (Metropolitan Area);121,060;303.26;174.73;68,170;128.53;0.7356;52,890;0.7758;;
Table 3;2,022;1;31,454;30,559;Orlando, FL;Seattle, WA;88,080;275.82;177.09;46,880;98.73;0.5575;41,200;0.8788;;
Table 3;2,022;1;31,454;32,457;Orlando, FL;San Francisco, CA (Metropolitan Area);94,130;302.21;173.90;47,440;128.31;0.7378;46,690;0.9842;;
Table 3;2,022;1;31,454;33,192;Orlando, FL;Sacramento, CA;26,720;311.00;192.09;20,920;118.91;0.6190;5,800;0.2772;;
Table 3;2,022;1;31,454;34,057;Orlando, FL;Portland, OR;45,390;279.45;177.31;31,350;102.14;0.5761;14,040;0.4478;;
Table 3;2,022;1;31,454;35,096;Orlando, FL;Syracuse, NY;51,910;179.80;117.76;18,400;62.04;0.5268;33,510;1.8212;;
Table 3;2,022;1;31,503;31,703;Eagle, CO;New York City, NY (Metropolitan Area);34,800;477.17;268.39;23,870;208.78;0.7779;10,930;0.4579;;
Table 3;2,022;1;31,503;32,467;Eagle, CO;Miami, FL (Metropolitan Area);17,740;556.53;352.91;18,740;203.63;0.5770;-1,000;-0.0534;;
Table 3;2,022;1;31,650;32,457;Minneapolis/St. Paul, MN;San Francisco, CA (Metropolitan Area);66,720;266.83;172.75;24,390;94.08;0.5446;42,330;1.7356;;
Table 3;2,022;1;31,650;33,570;Minneapolis/St. Paul, MN;San Diego, CA;74,700;244.46;127.37;35,850;117.09;0.9192;38,850;1.0837;;
Table 3;2,022;1;31,703;33,851;New York City, NY (Metropolitan Area);Oklahoma City, OK;18,040;286.06;183.25;8,910;102.81;0.5610;9,130;1.0247;;
Table 3;2,022;1;31,714;32,211;Fort Myers, FL;Las Vegas, NV;15,240;362.34;235.54;5,240;126.80;0.5383;10,000;1.9084;;
Table 3;2,022;1;32,211;31,703;Las Vegas, NV;New York City, NY (Metropolitan Area);299,640;250.66;158.14;107,580;92.52;0.5851;192,060;1.7853;;
Table 3;2,022;1;32,211;32,467;Las Vegas, NV;Miami, FL (Metropolitan Area);167,090;220.55;136.55;87,260;83.99;0.6151;79,830;0.9148;;
Table 3;2,022;1;32,211;34,100;Las Vegas, NV;Philadelphia, PA;89,290;224.01;144.25;38,030;79.76;0.5529;51,260;1.3479;;
Table 3;2,022;1;32,441;31,703;Jackson, WY;New York City, NY (Metropolitan Area);27,120;448.19;284.97;14,680;163.22;0.5728;12,440;0.8474;;
Table 3;2,022;1;32,575;31,454;Los Angeles, CA (Metropolitan Area);Orlando, FL;238,710;223.51;144.57;138,700;78.94;0.5460;100,010;0.7210;;
Table 3;2,022;1;32,575;31,650;Los Angeles, CA (Metropolitan Area);Minneapolis/St. Paul, MN;142,360;238.50;145.88;60,000;92.62;0.6349;82,360;1.3727;;
Table 3;2,022;1;32,575;31,884;Los Angeles, CA (Metropolitan Area);Spokane, WA;51,950;215.07;140.37;29,610;74.69;0.5321;22,340;0.7545;;
Table 3;2,022;1;32,575;33,495;Los Angeles, CA (Metropolitan Area);New Orleans, LA;104,540;246.35;147.19;50,180;99.16;0.6737;54,360;1.0833;;
Table 3;2,022;1;32,575;34,027;Los Angeles, CA (Metropolitan Area);West Palm Beach/Palm Beach, FL;21,250;340.35;221.24;12,570;119.11;0.5384;8,680;0.6905;;
Table 3;2,022;1;32,575;34,100;Los Angeles, CA (Metropolitan Area);Philadelphia, PA;137,280;269.29;172.92;64,140;96.37;0.5573;73,140;1.1403;;
Table 3;2,022;1;33,105;30,466;Cincinnati, OH;Phoenix, AZ;38,670;240.77;129.65;32,780;111.12;0.8571;5,890;0.1797;;
Table 3;2,022;1;33,105;32,575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);46,600;358.54;220.85;18,820;137.70;0.6235;27,780;1.4761;;
Table 3;2,022;1;33,495;30,559;New Orleans, LA;Seattle, WA;30,880;242.94;146.38;15,330;96.56;0.6597;15,550;1.0144;;
Table 3;2,022;1;34,057;34,570;Portland, OR;Reno, NV;14,640;186.50;116.36;11,160;70.14;0.6028;3,480;0.3118;;
Table 3;2,022;1;34,262;30,559;Palm Springs, CA;Seattle, WA;89,050;220.07;124.06;54,240;96.01;0.7738;34,810;0.6418;;
Table 3;2,022;1;34,262;34,057;Palm Springs, CA;Portland, OR;42,210;253.20;164.21;29,410;88.98;0.5419;12,800;0.4352;;
Table 3;2,021;4;30,140;30,559;Albuquerque, NM;Seattle, WA;29,440;205.52;139.85;11,480;65.67;0.4696;17,960;1.5645;;
Table 3;2,021;4;30,140;34,057;Albuquerque, NM;Portland, OR;18,010;223.85;137.34;6,540;86.52;0.6300;11,470;1.7538;;
Table 3;2,021;4;30,257;30,852;Albany, NY;Washington, DC (Metropolitan Area);26,170;168.08;114.10;5,280;53.99;0.4732;20,890;3.9564;;
Table 3;2,021;4;30,257;30,977;Albany, NY;Chicago, IL;25,690;189.05;127.73;6,290;61.33;0.4801;19,400;3.0843;;
Table 3;2,021;4;30,325;31,714;Denver, CO;Fort Myers, FL;55,230;250.22;172.26;32,930;77.96;0.4526;22,300;0.6772;;
Table 3;2,021;4;30,325;33,044;Denver, CO;Louisville, KY;21,050;226.06;152.44;10,600;73.62;0.4830;10,450;0.9858;;
Table 3;2,021;4;30,325;33,728;Denver, CO;Pensacola, FL;18,800;207.54;126.33;17,730;81.21;0.6429;1,070;0.0604;;
Table 3;2,021;4;30,397;32,211;Atlanta, GA (Metropolitan Area);Las Vegas, NV;206,940;245.97;160.83;129,890;85.14;0.5294;77,050;0.5932;;
Table 3;2,021;4;30,647;32,575;Cleveland, OH (Metropolitan Area);Los Angeles, CA (Metropolitan Area);73,690;256.12;167.88;33,810;88.24;0.5256;39,880;1.1795;;
Table 3;2,021;4;30,647;33,570;Cleveland, OH (Metropolitan Area);San Diego, CA;17,390;288.01;197.71;8,230;90.30;0.4568;9,160;1.1130;;
Table 3;2,021;4;30,693;34,057;Nashville, TN;Portland, OR;18,590;296.19;203.73;8,580;92.45;0.4538;10,010;1.1667;;
Table 3;2,021;4;30,721;30,325;Boston, MA (Metropolitan Area);Denver, CO;154,050;264.75;181.67;50,340;83.08;0.4573;103,710;2.0602;;
Table 3;2,021;4;30,721;31,454;Boston, MA (Metropolitan Area);Orlando, FL;371,630;195.32;119.75;111,150;75.57;0.6310;260,480;2.3435;;
Table 3;2,021;4;30,721;31,714;Boston, MA (Metropolitan Area);Fort Myers, FL;135,390;251.72;143.36;61,680;108.36;0.7559;73,710;1.1950;;
Table 3;2,021;4;30,721;32,211;Boston, MA (Metropolitan Area);Las Vegas, NV;118,170;279.05;167.77;30,310;111.28;0.6633;87,860;2.8987;;
Table 3;2,021;4;30,721;33,192;Boston, MA (Metropolitan Area);Sacramento, CA;22,240;290.80;196.35;9,540;94.44;0.4810;12,700;1.3312;;
Table 3;2,021;4;30,721;33,195;Boston, MA (Metropolitan Area);Tampa, FL (Metropolitan Area);189,390;202.61;122.72;75,210;79.90;0.6511;114,180;1.5182;;
Table 3;2,021;4;30,977;30,436;Chicago, IL;Tucson, AZ;31,990;267.63;181.88;14,220;85.75;0.4714;17,770;1.2496;;
Table 3;2,021;4;30,977;30,559;Chicago, IL;Seattle, WA;153,750;195.38;134.25;58,990;61.13;0.4554;94,760;1.6064;;
Table 3;2,021;4;30,977;32,457;Chicago, IL;San Francisco, CA (Metropolitan Area);288,380;257.10;165.67;95,260;91.42;0.5518;193,120;2.0273;;
Table 3;2,021;4;30,977;32,575;Chicago, IL;Los Angeles, CA (Metropolitan Area);515,940;227.28;156.73;200,400;70.55;0.4501;315,540;1.5746;;
Table 3;2,021;4;30,977;33,570;Chicago, IL;San Diego, CA;149,220;229.51;151.11;53,790;78.40;0.5188;95,430;1.7741;;
Table 3;2,021;4;31,057;33,495;Charlotte, NC;New Orleans, LA;26,540;208.77;138.19;15,160;70.58;0.5108;11,380;0.7507;;
Table 3;2,021;4;31,066;32,211;Columbus, OH;Las Vegas, NV;52,800;223.89;153.50;22,910;70.38;0.4585;29,890;1.3047;;
Table 3;2,021;4;31,136;32,211;Jacksonville, FL;Las Vegas, NV;24,660;298.36;204.90;13,540;93.46;0.4561;11,120;0.8213;;
Table 3;2,021;4;31,295;32,211;Detroit, MI;Las Vegas, NV;147,600;225.46;142.10;88,140;83.36;0.5867;59,460;0.6746;;
Table 3;2,021;4;31,295;32,575;Detroit, MI;Los Angeles, CA (Metropolitan Area);162,040;302.31;207.10;71,460;95.21;0.4597;90,580;1.2676;;
Table 3;2,021;4;31,453;33,570;Houston, TX;San Diego, CA;75,860;236.09;160.69;46,820;75.40;0.4692;29,040;0.6202;;
Table 3;2,021;4;31,454;33,192;Orlando, FL;Sacramento, CA;28,720;304.75;188.47;21,580;116.28;0.6169;7,140;0.3309;;
Table 3;2,021;4;31,454;35,096;Orlando, FL;Syracuse, NY;33,090;182.72;120.85;8,470;61.86;0.5119;24,620;2.9067;;
Table 3;2,021;4;31,650;32,457;Minneapolis/St. Paul, MN;San Francisco, CA (Metropolitan Area);105,260;244.50;150.79;34,530;93.71;0.6215;70,730;2.0484;;
Table 3;2,021;4;31,650;33,495;Minneapolis/St. Paul, MN;New Orleans, LA;23,440;217.47;143.29;10,960;74.18;0.5177;12,480;1.1387;;
Table 3;2,021;4;31,650;33,570;Minneapolis/St. Paul, MN;San Diego, CA;73,590;220.58;144.76;33,090;75.82;0.5238;40,500;1.2239;;
Table 3;2,021;4;31,650;34,262;Minneapolis/St. Paul, MN;Palm Springs, CA;24,690;215.17;146.32;12,380;68.85;0.4705;12,310;0.9944;;
Table 3;2,021;4;31,703;31,454;New York City, NY (Metropolitan Area);Orlando, FL;893,260;154.13;104.10;257,380;50.03;0.4806;635,880;2.4706;;
Table 3;2,021;4;31,703;33,851;New York City, NY (Metropolitan Area);Oklahoma City, OK;25,590;288.55;186.97;9,180;101.58;0.5433;16,410;1.7876;;
Table 3;2,021;4;31,714;30,529;Fort Myers, FL;Hartford, CT;36,290;200.65;137.15;17,840;63.51;0.4631;18,450;1.0342;;
Table 3;2,021;4;31,986;30,466;Grand Rapids, MI;Phoenix, AZ;30,700;224.37;149.86;23,140;74.51;0.4972;7,560;0.3267;;
Table 3;2,021;4;32,211;30,852;Las Vegas, NV;Washington, DC (Metropolitan Area);190,050;273.36;178.13;76,360;95.23;0.5346;113,690;1.4889;;
Table 3;2,021;4;32,211;31,454;Las Vegas, NV;Orlando, FL;97,430;221.20;147.53;56,670;73.67;0.4994;40,760;0.7192;;
Table 3;2,021;4;32,211;31,703;Las Vegas, NV;New York City, NY (Metropolitan Area);343,830;278.60;159.13;102,290;119.47;0.7508;241,540;2.3613;;
Table 3;2,021;4;32,211;32,467;Las Vegas, NV;Miami, FL (Metropolitan Area);163,020;234.58;151.54;91,440;83.04;0.5480;71,580;0.7828;;
Table 3;2,021;4;32,211;33,667;Las Vegas, NV;Norfolk, VA (Metropolitan Area);21,410;291.62;199.31;13,060;92.30;0.4631;8,350;0.6394;;
Table 3;2,021;4;32,211;34,100;Las Vegas, NV;Philadelphia, PA;114,230;251.43;146.57;45,610;104.86;0.7154;68,620;1.5045;;
Table 3;2,021;4;32,467;30,559;Miami, FL (Metropolitan Area);Seattle, WA;76,190;264.64;181.10;41,240;83.55;0.4613;34,950;0.8475;;
Table 3;2,021;4;32,575;34,100;Los Angeles, CA (Metropolitan Area);Philadelphia, PA;184,290;278.27;178.21;80,330;100.06;0.5614;103,960;1.2942;;
Table 3;2,021;4;32,575;35,096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;16,550;357.57;243.68;6,410;113.89;0.4674;10,140;1.5819;;
Table 3;2,021;4;33,105;30,466;Cincinnati, OH;Phoenix, AZ;38,320;229.28;137.28;25,010;91.99;0.6701;13,310;0.5322;;
Table 3;2,021;4;33,105;32,457;Cincinnati, OH;San Francisco, CA (Metropolitan Area);23,790;326.80;210.75;9,850;116.05;0.5507;13,940;1.4152;;
Table 3;2,021;4;33,495;34,100;New Orleans, LA;Philadelphia, PA;38,190;209.86;144.22;15,410;65.64;0.4551;22,780;1.4783;;
Table 3;2,021;4;34,100;33,195;Philadelphia, PA;Tampa, FL (Metropolitan Area);117,190;169.75;107.53;53,440;62.22;0.5786;63,750;1.1929;;
Table 3;2,021;4;34,100;34,685;Philadelphia, PA;Savannah, GA;20,810;229.68;148.63;7,400;81.05;0.5453;13,410;1.8122;;
Table 3;2,021;4;34,492;33,570;Raleigh/Durham, NC;San Diego, CA;23,030;317.44;213.38;10,930;104.05;0.4876;12,100;1.1070;;
Table 3;2,021;3;30,140;30,559;Albuquerque, NM;Seattle, WA;32,630;211.79;134.37;11,840;77.42;0.5762;20,790;1.7559;;
Table 3;2,021;3;30,140;30,721;Albuquerque, NM;Boston, MA (Metropolitan Area);17,610;324.69;210.74;4,410;113.95;0.5407;13,200;2.9932;;
Table 3;2,021;3;30,140;31,703;Albuquerque, NM;New York City, NY (Metropolitan Area);35,570;284.56;180.14;7,350;104.42;0.5797;28,220;3.8395;;
Table 3;2,021;3;30,140;34,057;Albuquerque, NM;Portland, OR;20,000;213.31;133.14;7,110;80.17;0.6022;12,890;1.8129;;
Table 3;2,021;3;30,198;30,559;Pittsburgh, PA;Seattle, WA;30,980;280.50;176.54;13,460;103.95;0.5888;17,520;1.3016;;
Table 3;2,021;3;30,198;33,570;Pittsburgh, PA;San Diego, CA;18,770;310.12;193.12;7,320;117.00;0.6059;11,450;1.5642;;
Table 3;2,021;3;30,257;30,852;Albany, NY;Washington, DC (Metropolitan Area);23,730;193.07;121.39;5,210;71.67;0.5904;18,520;3.5547;;
Table 3;2,021;3;30,257;30,977;Albany, NY;Chicago, IL;28,850;225.02;141.77;7,860;83.25;0.5872;20,990;2.6705;;
Table 3;2,021;3;30,257;32,575;Albany, NY;Los Angeles, CA (Metropolitan Area);18,380;386.26;233.89;5,780;152.37;0.6515;12,600;2.1799;;
Table 3;2,021;3;30,325;31,703;Denver, CO;New York City, NY (Metropolitan Area);333,500;265.46;168.27;130,950;97.19;0.5776;202,550;1.5468;;
Table 3;2,021;3;30,325;34,100;Denver, CO;Philadelphia, PA;154,830;210.36;135.99;60,330;74.37;0.5468;94,500;1.5664;;
Table 3;2,021;3;30,325;35,096;Denver, CO;Syracuse, NY;18,410;268.72;159.51;7,670;109.21;0.6846;10,740;1.4003;;
Table 3;2,021;3;30,599;32,211;Birmingham, AL;Las Vegas, NV;17,510;270.34;173.90;7,680;96.44;0.5546;9,830;1.2800;;
Table 3;2,021;3;30,615;31,703;El Paso, TX;New York City, NY (Metropolitan Area);19,650;320.26;198.24;5,110;122.01;0.6155;14,540;2.8454;;
Table 3;2,021;3;30,647;30,559;Cleveland, OH (Metropolitan Area);Seattle, WA;22,750;295.71;182.86;9,500;112.85;0.6171;13,250;1.3947;;
Table 3;2,021;3;30,647;33,570;Cleveland, OH (Metropolitan Area);San Diego, CA;19,210;304.77;185.06;8,220;119.71;0.6469;10,990;1.3370;;
Table 3;2,021;3;30,693;34,057;Nashville, TN;Portland, OR;22,140;276.19;172.35;11,820;103.84;0.6025;10,320;0.8731;;
Table 3;2,021;3;30,721;30,194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;139,600;262.04;146.32;40,400;115.73;0.7910;99,200;2.4554;;
Table 3;2,021;3;30,721;30,977;Boston, MA (Metropolitan Area);Chicago, IL;309,010;203.52;111.25;60,820;92.27;0.8294;248,190;4.0807;;
Table 3;2,021;3;30,721;32,211;Boston, MA (Metropolitan Area);Las Vegas, NV;114,010;291.56;150.68;32,420;140.88;0.9350;81,590;2.5167;;
Table 3;2,021;3;30,721;33,342;Boston, MA (Metropolitan Area);Milwaukee, WI;21,090;260.74;160.98;5,410;99.76;0.6197;15,680;2.8983;;
Table 3;2,021;3;30,721;33,495;Boston, MA (Metropolitan Area);New Orleans, LA;36,090;228.07;134.74;13,110;93.33;0.6927;22,980;1.7529;;
Table 3;2,021;3;30,721;34,057;Boston, MA (Metropolitan Area);Portland, OR;63,710;311.15;198.21;17,590;112.94;0.5698;46,120;2.6219;;
Table 3;2,021;3;30,785;30,325;Burlington, VT;Denver, CO;17,170;239.69;129.17;4,380;110.53;0.8557;12,790;2.9201;;
Table 3;2,021;3;30,792;32,211;Buffalo, NY;Las Vegas, NV;23,330;283.80;186.37;5,050;97.43;0.5228;18,280;3.6198;;
Table 3;2,021;3;30,977;31,703;Chicago, IL;New York City, NY (Metropolitan Area);592,070;220.66;123.45;142,510;97.21;0.7874;449,560;3.1546;;
Table 3;2,021;3;30,977;34,100;Chicago, IL;Philadelphia, PA;175,500;183.60;119.14;46,940;64.46;0.5410;128,560;2.7388;;
Table 3;2,021;3;31,066;33,570;Columbus, OH;San Diego, CA;16,650;276.24;178.97;8,260;97.27;0.5435;8,390;1.0157;;
Table 3;2,021;3;31,650;32,457;Minneapolis/St. Paul, MN;San Francisco, CA (Metropolitan Area);120,240;236.79;153.97;41,540;82.82;0.5379;78,700;1.8946;;
Table 3;2,021;3;31,703;33,851;New York City, NY (Metropolitan Area);Oklahoma City, OK;20,950;293.61;161.28;8,750;132.33;0.8205;12,200;1.3943;;
Table 3;2,021;3;32,211;30,198;Las Vegas, NV;Pittsburgh, PA;56,350;234.58;137.59;25,630;96.99;0.7049;30,720;1.1986;;
Table 3;2,021;3;32,211;31,703;Las Vegas, NV;New York City, NY (Metropolitan Area);361,240;279.87;170.81;97,860;109.06;0.6385;263,380;2.6914;;
Table 3;2,021;3;32,211;33,667;Las Vegas, NV;Norfolk, VA (Metropolitan Area);21,220;300.33;196.17;11,450;104.16;0.5310;9,770;0.8533;;
Table 3;2,021;3;32,211;34,100;Las Vegas, NV;Philadelphia, PA;118,690;228.87;144.68;55,750;84.19;0.5819;62,940;1.1290;;
Table 3;2,021;3;32,575;30,198;Los Angeles, CA (Metropolitan Area);Pittsburgh, PA;56,840;285.85;170.47;26,150;115.38;0.6768;30,690;1.1736;;
Table 3;2,021;3;32,575;35,096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;16,730;380.46;237.73;5,630;142.73;0.6004;11,100;1.9716;;
Table 3;2,021;3;33,214;33,570;San Antonio, TX;San Diego, CA;23,080;257.68;164.26;14,150;93.42;0.5687;8,930;0.6311;;
Table 3;2,021;3;33,316;31,454;Omaha, NE;Orlando, FL;28,570;187.35;117.76;10,010;69.59;0.5910;18,560;1.8542;;
Table 3;2,021;3;33,342;31,703;Milwaukee, WI;New York City, NY (Metropolitan Area);40,130;265.84;159.65;6,900;106.19;0.6651;33,230;4.8159;;
Table 3;2,021;3;33,342;32,457;Milwaukee, WI;San Francisco, CA (Metropolitan Area);23,140;284.94;185.57;8,770;99.37;0.5355;14,370;1.6385;;
Table 3;2,021;3;33,485;31,703;Madison, WI;New York City, NY (Metropolitan Area);17,000;307.41;188.60;4,860;118.81;0.6299;12,140;2.4979;;
Table 3;2,021;3;34,100;33,214;Philadelphia, PA;San Antonio, TX;19,920;253.80;139.70;9,650;114.10;0.8167;10,270;1.0642;;
Table 3;2,021;3;34,100;34,057;Philadelphia, PA;Portland, OR;24,320;291.79;155.08;13,850;136.71;0.8816;10,470;0.7560;;
Table 3;2,021;3;34,689;30,559;Santa Barbara, CA;Seattle, WA;18,800;221.33;138.76;8,150;82.57;0.5951;10,650;1.3068;;
Table 3;2,021;2;30,140;30,325;Albuquerque, NM;Denver, CO;20,330;169.22;122.97;4,310;46.24;0.3760;16,020;3.7169;;
Table 3;2,021;2;30,140;30,466;Albuquerque, NM;Phoenix, AZ;35,120;173.29;117.88;6,220;55.42;0.4701;28,900;4.6463;;
Table 3;2,021;2;30,140;30,852;Albuquerque, NM;Washington, DC (Metropolitan Area);20,840;283.31;192.09;4,190;91.22;0.4749;16,650;3.9738;;
Table 3;2,021;2;30,140;31,454;Albuquerque, NM;Orlando, FL;14,870;238.45;169.25;2,060;69.20;0.4088;12,810;6.2184;;
Table 3;2,021;2;30,140;32,211;Albuquerque, NM;Las Vegas, NV;34,570;166.62;110.77;4,190;55.85;0.5042;30,380;7.2506;;
Table 3;2,021;2;30,140;33,570;Albuquerque, NM;San Diego, CA;15,370;205.84;141.28;2,760;64.56;0.4570;12,610;4.5688;;
Table 3;2,021;2;30,194;31,481;Dallas/Fort Worth, TX;Panama City, FL;36,960;189.20;137.93;13,600;51.26;0.3716;23,360;1.7176;;
Table 3;2,021;2;30,257;30,852;Albany, NY;Washington, DC (Metropolitan Area);15,060;190.22;131.76;1,750;58.46;0.4437;13,310;7.6057;;
Table 3;2,021;2;30,257;30,977;Albany, NY;Chicago, IL;14,500;228.66;158.99;3,670;69.67;0.4382;10,830;2.9510;;
Table 3;2,021;2;30,423;31,123;Austin, TX;St. Louis, MO;22,390;187.24;136.06;6,650;51.17;0.3761;15,740;2.3669;;
Table 3;2,021;2;30,423;33,495;Austin, TX;New Orleans, LA;28,040;166.20;114.91;3,940;51.29;0.4463;24,100;6.1168;;
Table 3;2,021;2;30,466;34,783;Phoenix, AZ;Springfield, MO;14,590;153.35;106.75;4,180;46.60;0.4366;10,410;2.4904;;
Table 3;2,021;2;30,529;32,575;Hartford, CT;Los Angeles, CA (Metropolitan Area);32,390;258.11;178.69;8,410;79.42;0.4445;23,980;2.8514;;
Table 3;2,021;2;30,599;32,575;Birmingham, AL;Los Angeles, CA (Metropolitan Area);17,140;291.40;171.76;6,770;119.64;0.6966;10,370;1.5318;;
Table 3;2,021;2;30,693;33,495;Nashville, TN;New Orleans, LA;25,590;156.77;110.57;3,740;46.20;0.4178;21,850;5.8422;;
Table 3;2,021;2;30,693;34,492;Nashville, TN;Raleigh/Durham, NC;30,470;169.70;121.26;5,820;48.44;0.3994;24,650;4.2354;;
Table 3;2,021;2;30,721;30,194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;106,020;245.71;146.19;25,380;99.53;0.6808;80,640;3.1773;;
Table 3;2,021;2;30,721;30,693;Boston, MA (Metropolitan Area);Nashville, TN;71,730;201.06;145.58;10,180;55.48;0.3811;61,550;6.0462;;
Table 3;2,021;2;30,721;30,977;Boston, MA (Metropolitan Area);Chicago, IL;167,130;191.81;120.51;27,690;71.30;0.5917;139,440;5.0358;;
Table 3;2,021;2;30,721;31,066;Boston, MA (Metropolitan Area);Columbus, OH;21,830;224.10;145.83;3,610;78.27;0.5367;18,220;5.0471;;
