tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;cur_passengers;cur_fare;ly_fare;ly_passengers;amount_change;percent_change;amount_change_pax;percent_change_pax;Geocoded_City1;Geocoded_City2
(41.775002, -87.696388)";"Columbia, SC
(39.962649, -82.996216)"
Table 4;1,996;4;30,977;31,871;Chicago, IL;Greenville/Spartanburg, SC;16,830;151.30;253.91;8,660;-102.61;-0.4041;8,170;0.9434;"Chicago, IL
(41.775002, -87.696388)";"Greenville/Spartanburg, SC
(44.513288, -88.013256)"
Table 4;1,996;4;30,994;30,977;Charleston, SC;Chicago, IL;16,670;144.37;215.49;8,550;-71.12;-0.3300;8,120;0.9497;"Charleston, SC
(32.77647, -79.931027)";"Chicago, IL
(41.775002, -87.696388)"
Table 4;1,996;4;30,994;31,703;Charleston, SC;New York City, NY (Metropolitan Area);44,660;115.15;168.58;31,590;-53.43;-0.3169;13,070;0.4137;"Charleston, SC
(32.77647, -79.931027)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;4;31,066;31,454;Columbus, OH;Orlando, FL;67,190;88.52;127.81;29,890;-39.29;-0.3074;37,300;1.2479;"Columbus, OH
(39.962649, -82.996216)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;4;31,066;33,195;Columbus, OH;Tampa, FL (Metropolitan Area);58,070;86.38;131.72;19,880;-45.34;-0.3442;38,190;1.9210;"Columbus, OH
(39.962649, -82.996216)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;4;31,453;33,195;Houston, TX;Tampa, FL (Metropolitan Area);40,270;143.83;210.54;28,850;-66.71;-0.3168;11,420;0.3958;"Houston, TX
(29.760803, -95.369506)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;4;31,454;34,614;Orlando, FL;Salt Lake City, UT;25,000;164.61;238.99;14,480;-74.38;-0.3112;10,520;0.7265;"Orlando, FL
(28.538331, -81.378879)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 4;1,996;4;31,871;31,703;Greenville/Spartanburg, SC;New York City, NY (Metropolitan Area);48,600;134.69;198.00;32,740;-63.32;-0.3198;15,860;0.4844;"Greenville/Spartanburg, SC
(44.513288, -88.013256)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;4;32,211;31,454;Las Vegas, NV;Orlando, FL;47,750;124.79;194.75;22,000;-69.96;-0.3592;25,750;1.1705;"Las Vegas, NV
(36.169202, -115.140597)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;4;32,211;33,214;Las Vegas, NV;San Antonio, TX;68,060;75.88;126.37;32,520;-50.50;-0.3996;35,540;1.0929;"Las Vegas, NV
(36.169202, -115.140597)";"San Antonio, TX
(29.425173, -98.494599)"
Table 4;1,996;4;32,211;33,495;Las Vegas, NV;New Orleans, LA;22,850;127.49;186.77;13,440;-59.28;-0.3174;9,410;0.7001;"Las Vegas, NV
(36.169202, -115.140597)";"New Orleans, LA
(29.950621, -90.074948)"
Table 4;1,996;4;32,457;34,653;San Francisco, CA (Metropolitan Area);Tulsa, OK;26,780;120.25;206.54;13,790;-86.29;-0.4178;12,990;0.9420;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";"Tulsa, OK
(61.096484, -160.967455)"
Table 4;1,996;4;32,575;33,214;Los Angeles, CA (Metropolitan Area);San Antonio, TX;83,130;106.08;165.10;52,090;-59.03;-0.3575;31,040;0.5959;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";"San Antonio, TX
(29.425173, -98.494599)"
Table 4;1,996;4;32,600;32,575;Little Rock, AR;Los Angeles, CA (Metropolitan Area);23,450;149.10;216.21;16,700;-67.11;-0.3104;6,750;0.4042;"Little Rock, AR
(34.748745, -92.275105)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;1,996;4;33,044;31,454;Louisville, KY;Orlando, FL;36,180;85.67;122.44;17,400;-36.77;-0.3003;18,780;1.0793;"Louisville, KY
(38.256078, -85.751569)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;4;33,044;33,195;Louisville, KY;Tampa, FL (Metropolitan Area);23,970;87.01;126.03;16,130;-39.02;-0.3096;7,840;0.4861;"Louisville, KY
(38.256078, -85.751569)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;4;33,105;30,194;Cincinnati, OH;Dallas/Fort Worth, TX;33,050;186.02;294.59;20,390;-108.56;-0.3685;12,660;0.6209;"Cincinnati, OH
(39.104427, -84.513808)";"Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4;1,996;4;33,105;30,559;Cincinnati, OH;Seattle, WA;14,950;241.90;367.05;7,000;-125.15;-0.3410;7,950;1.1357;"Cincinnati, OH
(39.104427, -84.513808)";"Seattle, WA
(47.603229, -122.33028)"
Table 4;1,996;4;33,105;31,650;Cincinnati, OH;Minneapolis/St. Paul, MN;21,770;159.32;246.02;16,080;-86.70;-0.3524;5,690;0.3539;"Cincinnati, OH
(39.104427, -84.513808)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;1,996;4;33,105;32,211;Cincinnati, OH;Las Vegas, NV;19,280;157.52;225.54;8,460;-68.02;-0.3016;10,820;1.2790;"Cincinnati, OH
(39.104427, -84.513808)";"Las Vegas, NV
(36.169202, -115.140597)"
Table 4;1,996;4;33,198;32,457;Kansas City, MO;San Francisco, CA (Metropolitan Area);97,460;109.54;164.84;56,050;-55.30;-0.3355;41,410;0.7388;"Kansas City, MO
(39.099792, -94.578559)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4;1,996;4;33,495;31,454;New Orleans, LA;Orlando, FL;45,680;75.17;150.75;16,860;-75.58;-0.5014;28,820;1.7094;"New Orleans, LA
(29.950621, -90.074948)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;4;33,495;33,195;New Orleans, LA;Tampa, FL (Metropolitan Area);43,050;78.62;150.46;21,390;-71.84;-0.4775;21,660;1.0126;"New Orleans, LA
(29.950621, -90.074948)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;4;33,495;34,614;New Orleans, LA;Salt Lake City, UT;12,690;126.36;210.00;7,360;-83.64;-0.3983;5,330;0.7242;"New Orleans, LA
(29.950621, -90.074948)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 4;1,996;4;33,851;31,454;Oklahoma City, OK;Orlando, FL;13,890;128.30;188.83;7,170;-60.52;-0.3205;6,720;0.9372;"Oklahoma City, OK
(35.468494, -97.521264)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;3;30,158;31,295;Atlantic City, NJ;Detroit, MI;14,910;75.18;131.87;1,460;-56.68;-0.4298;13,450;9.2123;"Atlantic City, NJ
(33.748547, -84.391502)";"Detroit, MI
(42.332916, -83.047853)"
Table 4;1,996;3;30,189;30,693;Colorado Springs, CO;Nashville, TN;18,710;118.77;225.89;2,530;-107.12;-0.4742;16,180;6.3953;"Colorado Springs, CO
(38.835224, -104.819798)";"Nashville, TN
(36.166687, -86.779932)"
Table 4;1,996;3;30,189;31,454;Colorado Springs, CO;Orlando, FL;14,690;161.85;235.51;7,290;-73.66;-0.3128;7,400;1.0151;"Colorado Springs, CO
(38.835224, -104.819798)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;3;30,189;31,650;Colorado Springs, CO;Minneapolis/St. Paul, MN;16,440;128.19;184.23;6,910;-56.04;-0.3042;9,530;1.3792;"Colorado Springs, CO
(38.835224, -104.819798)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;1,996;3;30,189;31,703;Colorado Springs, CO;New York City, NY (Metropolitan Area);76,480;154.94;269.39;15,180;-114.45;-0.4248;61,300;4.0382;"Colorado Springs, CO
(38.835224, -104.819798)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;3;30,189;33,214;Colorado Springs, CO;San Antonio, TX;30,220;95.33;170.36;6,290;-75.03;-0.4404;23,930;3.8045;"Colorado Springs, CO
(38.835224, -104.819798)";"San Antonio, TX
(29.425173, -98.494599)"
Table 4;1,996;3;30,189;34,057;Colorado Springs, CO;Portland, OR;25,880;118.02;205.85;6,410;-87.83;-0.4267;19,470;3.0374;"Colorado Springs, CO
(38.835224, -104.819798)";"Portland, OR
(45.516018, -122.681425)"
Table 4;1,996;3;30,189;34,653;Colorado Springs, CO;Tulsa, OK;20,140;84.00;171.82;2,390;-87.82;-0.5111;17,750;7.4268;"Colorado Springs, CO
(38.835224, -104.819798)";"Tulsa, OK
(61.096484, -160.967455)"
Table 4;1,996;3;30,194;32,448;Dallas/Fort Worth, TX;Jackson/Vicksburg, MS;11,720;139.73;233.05;9,200;-93.32;-0.4004;2,520;0.2739;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Jackson/Vicksburg, MS
(30.325968, -81.65676)"
Table 4;1,996;3;30,325;30,928;Denver, CO;Wichita, KS;13,010;142.61;223.06;9,440;-80.45;-0.3607;3,570;0.3782;"Denver, CO
(39.738453, -104.984853)";"Wichita, KS
(39.960481, -75.605214)"
Table 4;1,996;3;30,325;31,123;Denver, CO;St. Louis, MO;63,260;156.78;227.05;34,850;-70.27;-0.3095;28,410;0.8152;"Denver, CO
(39.738453, -104.984853)";"St. Louis, MO
(38.630276, -90.200309)"
Table 4;1,996;3;30,325;31,423;Denver, CO;Des Moines, IA;25,590;128.30;189.45;12,390;-61.14;-0.3227;13,200;1.0654;"Denver, CO
(39.738453, -104.984853)";"Des Moines, IA
(41.588822, -93.620309)"
Table 4;1,996;3;30,325;32,575;Denver, CO;Los Angeles, CA (Metropolitan Area);289,940;142.30;209.92;195,070;-67.62;-0.3221;94,870;0.4863;"Denver, CO
(39.738453, -104.984853)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;1,996;3;30,325;33,570;Denver, CO;San Diego, CA;77,930;128.28;207.66;42,700;-79.38;-0.3823;35,230;0.8251;"Denver, CO
(39.738453, -104.984853)";"San Diego, CA
(32.71576, -117.163817)"
Table 4;1,996;3;30,325;34,570;Denver, CO;Reno, NV;27,550;126.05;200.20;14,580;-74.15;-0.3704;12,970;0.8896;"Denver, CO
(39.738453, -104.984853)";"Reno, NV
(30.177159, -95.162771)"
Table 4;1,996;3;30,397;30,189;Atlanta, GA (Metropolitan Area);Colorado Springs, CO;35,070;139.51;232.65;9,010;-93.14;-0.4003;26,060;2.8923;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Colorado Springs, CO
(38.835224, -104.819798)"
Table 4;1,996;3;30,397;30,198;Atlanta, GA (Metropolitan Area);Pittsburgh, PA;66,180;102.66;215.98;38,770;-113.32;-0.5247;27,410;0.7070;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Pittsburgh, PA
(40.442169, -79.994945)"
Table 4;1,996;3;30,397;30,562;Atlanta, GA (Metropolitan Area);Mobile, AL;15,240;113.08;210.72;11,770;-97.64;-0.4634;3,470;0.2948;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Mobile, AL
(34.661541, -77.695461)"
Table 4;1,996;3;30,397;30,781;Atlanta, GA (Metropolitan Area);Baton Rouge, LA;14,030;141.86;243.27;9,060;-101.40;-0.4168;4,970;0.5486;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Baton Rouge, LA
(30.443319, -91.187488)"
Table 4;1,996;3;30,397;31,057;Atlanta, GA (Metropolitan Area);Charlotte, NC;41,650;108.78;234.98;37,730;-126.20;-0.5371;3,920;0.1039;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Charlotte, NC
(35.222936, -80.840161)"
Table 4;1,996;3;30,397;32,211;Atlanta, GA (Metropolitan Area);Las Vegas, NV;60,570;135.55;201.48;40,090;-65.93;-0.3272;20,480;0.5109;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Las Vegas, NV
(36.169202, -115.140597)"
Table 4;1,996;3;30,397;33,316;Atlanta, GA (Metropolitan Area);Omaha, NE;17,820;148.75;220.68;10,230;-71.94;-0.3260;7,590;0.7419;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Omaha, NE
(46.07035, -93.666319)"
Table 4;1,996;3;30,397;33,851;Atlanta, GA (Metropolitan Area);Oklahoma City, OK;17,380;155.11;222.64;13,160;-67.53;-0.3033;4,220;0.3207;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Oklahoma City, OK
(35.468494, -97.521264)"
Table 4;1,996;3;30,423;30,559;Austin, TX;Seattle, WA;19,280;167.25;242.38;13,360;-75.13;-0.3100;5,920;0.4431;"Austin, TX
(30.264979, -97.746598)";"Seattle, WA
(47.603229, -122.33028)"
Table 4;1,996;3;30,423;31,454;Austin, TX;Orlando, FL;11,610;141.56;204.37;8,590;-62.82;-0.3074;3,020;0.3516;"Austin, TX
(30.264979, -97.746598)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;3;30,423;32,467;Austin, TX;Miami, FL (Metropolitan Area);13,960;146.20;236.93;9,220;-90.73;-0.3829;4,740;0.5141;"Austin, TX
(30.264979, -97.746598)";"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 4;1,996;3;30,466;33,195;Phoenix, AZ;Tampa, FL (Metropolitan Area);19,120;154.86;237.50;12,940;-82.64;-0.3480;6,180;0.4776;"Phoenix, AZ
(30.406931, -87.217578)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;30,599;32,467;Birmingham, AL;Miami, FL (Metropolitan Area);15,820;128.38;243.80;8,000;-115.42;-0.4734;7,820;0.9775;"Birmingham, AL
(33.522859, -86.807705)";"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 4;1,996;3;30,599;33,195;Birmingham, AL;Tampa, FL (Metropolitan Area);22,270;77.00;202.73;2,660;-125.73;-0.6202;19,610;7.3722;"Birmingham, AL
(33.522859, -86.807705)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;30,693;32,457;Nashville, TN;San Francisco, CA (Metropolitan Area);40,370;145.77;239.69;24,200;-93.92;-0.3918;16,170;0.6682;"Nashville, TN
(36.166687, -86.779932)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4;1,996;3;30,693;34,614;Nashville, TN;Salt Lake City, UT;18,070;117.39;218.06;8,080;-100.67;-0.4617;9,990;1.2364;"Nashville, TN
(36.166687, -86.779932)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 4;1,996;3;30,721;31,295;Boston, MA (Metropolitan Area);Detroit, MI;130,640;120.40;233.38;80,620;-112.98;-0.4841;50,020;0.6204;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Detroit, MI
(42.332916, -83.047853)"
Table 4;1,996;3;30,792;32,211;Buffalo, NY;Las Vegas, NV;23,840;139.67;202.98;9,360;-63.31;-0.3119;14,480;1.5470;"Buffalo, NY
(39.945422, -78.64671)";"Las Vegas, NV
(36.169202, -115.140597)"
Table 4;1,996;3;30,868;31,703;Columbia, SC;New York City, NY (Metropolitan Area);35,780;110.22;204.59;18,370;-94.36;-0.4612;17,410;0.9477;"Columbia, SC
(39.962649, -82.996216)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;3;30,977;30,615;Chicago, IL;El Paso, TX;28,970;154.55;227.23;20,470;-72.68;-0.3199;8,500;0.4152;"Chicago, IL
(41.775002, -87.696388)";"El Paso, TX
(31.76006, -106.492257)"
Table 4;1,996;3;30,977;30,868;Chicago, IL;Columbia, SC;15,920;130.21;231.93;8,650;-101.72;-0.4386;7,270;0.8405;"Chicago, IL
(41.775002, -87.696388)";"Columbia, SC
(39.962649, -82.996216)"
Table 4;1,996;3;30,977;30,928;Chicago, IL;Wichita, KS;14,590;173.08;262.56;10,630;-89.48;-0.3408;3,960;0.3725;"Chicago, IL
(41.775002, -87.696388)";"Wichita, KS
(39.960481, -75.605214)"
Table 4;1,996;3;30,977;31,135;Chicago, IL;Myrtle Beach, SC;15,150;99.20;145.28;5,760;-46.07;-0.3171;9,390;1.6302;"Chicago, IL
(41.775002, -87.696388)";"Myrtle Beach, SC
(33.68785, -78.883852)"
Table 4;1,996;3;30,994;30,977;Charleston, SC;Chicago, IL;20,160;127.49;201.52;10,390;-74.03;-0.3674;9,770;0.9403;"Charleston, SC
(32.77647, -79.931027)";"Chicago, IL
(41.775002, -87.696388)"
Table 4;1,996;3;30,994;31,703;Charleston, SC;New York City, NY (Metropolitan Area);46,630;107.33;177.23;31,870;-69.90;-0.3944;14,760;0.4631;"Charleston, SC
(32.77647, -79.931027)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;3;31,057;33,244;Charlotte, NC;Memphis, TN;15,600;189.51;282.85;9,570;-93.34;-0.3300;6,030;0.6301;"Charlotte, NC
(35.222936, -80.840161)";"Memphis, TN
(35.143378, -90.052136)"
Table 4;1,996;3;31,066;30,559;Columbus, OH;Seattle, WA;25,920;162.88;235.57;15,690;-72.69;-0.3086;10,230;0.6520;"Columbus, OH
(39.962649, -82.996216)";"Seattle, WA
(47.603229, -122.33028)"
Table 4;1,996;3;31,066;33,195;Columbus, OH;Tampa, FL (Metropolitan Area);44,360;92.36;142.41;24,120;-50.05;-0.3514;20,240;0.8391;"Columbus, OH
(39.962649, -82.996216)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;31,066;34,057;Columbus, OH;Portland, OR;15,530;156.21;245.78;7,420;-89.58;-0.3645;8,110;1.0930;"Columbus, OH
(39.962649, -82.996216)";"Portland, OR
(45.516018, -122.681425)"
Table 4;1,996;3;31,135;31,703;Myrtle Beach, SC;New York City, NY (Metropolitan Area);33,980;102.00;154.66;13,150;-52.66;-0.3405;20,830;1.5840;"Myrtle Beach, SC
(33.68785, -78.883852)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;3;31,295;31,135;Detroit, MI;Myrtle Beach, SC;13,870;92.93;157.22;2,700;-64.30;-0.4090;11,170;4.1370;"Detroit, MI
(42.332916, -83.047853)";"Myrtle Beach, SC
(33.68785, -78.883852)"
Table 4;1,996;3;31,295;34,100;Detroit, MI;Philadelphia, PA;105,430;88.54;198.53;64,040;-110.00;-0.5540;41,390;0.6463;"Detroit, MI
(42.332916, -83.047853)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 4;1,996;3;31,453;33,195;Houston, TX;Tampa, FL (Metropolitan Area);34,650;145.33;220.59;23,430;-75.26;-0.3412;11,220;0.4789;"Houston, TX
(29.760803, -95.369506)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;31,454;30,466;Orlando, FL;Phoenix, AZ;31,430;155.80;229.89;18,560;-74.09;-0.3223;12,870;0.6934;"Orlando, FL
(28.538331, -81.378879)";"Phoenix, AZ
(30.406931, -87.217578)"
Table 4;1,996;3;31,454;34,614;Orlando, FL;Salt Lake City, UT;24,800;158.88;268.62;12,010;-109.75;-0.4086;12,790;1.0649;"Orlando, FL
(28.538331, -81.378879)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 4;1,996;3;31,454;34,653;Orlando, FL;Tulsa, OK;11,860;121.07;175.62;6,260;-54.54;-0.3106;5,600;0.8946;"Orlando, FL
(28.538331, -81.378879)";"Tulsa, OK
(61.096484, -160.967455)"
Table 4;1,996;3;31,650;30,559;Minneapolis/St. Paul, MN;Seattle, WA;108,370;152.29;240.18;52,960;-87.90;-0.3660;55,410;1.0463;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Seattle, WA
(47.603229, -122.33028)"
Table 4;1,996;3;31,703;34,685;New York City, NY (Metropolitan Area);Savannah, GA;37,190;126.08;182.55;26,600;-56.47;-0.3093;10,590;0.3981;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";"Savannah, GA
(40.115007, -111.654713)"
Table 4;1,996;3;31,871;31,703;Greenville/Spartanburg, SC;New York City, NY (Metropolitan Area);38,750;132.12;206.60;30,400;-74.48;-0.3605;8,350;0.2747;"Greenville/Spartanburg, SC
(44.513288, -88.013256)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;3;32,211;31,454;Las Vegas, NV;Orlando, FL;49,350;114.33;212.97;20,490;-98.64;-0.4632;28,860;1.4085;"Las Vegas, NV
(36.169202, -115.140597)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;3;32,211;33,195;Las Vegas, NV;Tampa, FL (Metropolitan Area);38,140;116.11;187.04;22,350;-70.93;-0.3792;15,790;0.7065;"Las Vegas, NV
(36.169202, -115.140597)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;32,211;33,495;Las Vegas, NV;New Orleans, LA;24,750;122.15;194.41;13,500;-72.27;-0.3717;11,250;0.8333;"Las Vegas, NV
(36.169202, -115.140597)";"New Orleans, LA
(29.950621, -90.074948)"
Table 4;1,996;3;32,448;30,852;Jackson/Vicksburg, MS;Washington, DC (Metropolitan Area);11,410;171.52;251.18;11,570;-79.66;-0.3172;-160;-0.0138;"Jackson/Vicksburg, MS
(30.325968, -81.65676)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;1,996;3;32,457;34,653;San Francisco, CA (Metropolitan Area);Tulsa, OK;27,610;121.94;214.74;14,590;-92.79;-0.4321;13,020;0.8924;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";"Tulsa, OK
(61.096484, -160.967455)"
Table 4;1,996;3;32,467;33,195;Miami, FL (Metropolitan Area);Tampa, FL (Metropolitan Area);46,220;69.26;110.77;32,210;-41.51;-0.3747;14,010;0.4350;"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;32,575;34,653;Los Angeles, CA (Metropolitan Area);Tulsa, OK;42,380;134.29;192.39;29,060;-58.10;-0.3020;13,320;0.4584;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";"Tulsa, OK
(61.096484, -160.967455)"
Table 4;1,996;3;33,044;34,614;Louisville, KY;Salt Lake City, UT;11,670;102.01;157.74;6,390;-55.73;-0.3533;5,280;0.8263;"Louisville, KY
(38.256078, -85.751569)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 4;1,996;3;33,105;32,211;Cincinnati, OH;Las Vegas, NV;20,680;148.08;257.58;7,320;-109.50;-0.4251;13,360;1.8251;"Cincinnati, OH
(39.104427, -84.513808)";"Las Vegas, NV
(36.169202, -115.140597)"
Table 4;1,996;3;33,342;34,614;Milwaukee, WI;Salt Lake City, UT;11,460;142.34;260.61;4,580;-118.27;-0.4538;6,880;1.5022;"Milwaukee, WI
(43.041072, -87.909421)";"Salt Lake City, UT
(40.758478, -111.888142)"
Table 4;1,996;3;33,495;31,454;New Orleans, LA;Orlando, FL;40,680;76.70;146.18;17,550;-69.48;-0.4753;23,130;1.3179;"New Orleans, LA
(29.950621, -90.074948)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;3;33,495;33,195;New Orleans, LA;Tampa, FL (Metropolitan Area);38,890;76.43;154.69;21,290;-78.26;-0.5059;17,600;0.8267;"New Orleans, LA
(29.950621, -90.074948)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;1,996;3;33,851;31,454;Oklahoma City, OK;Orlando, FL;14,050;120.16;190.39;7,870;-70.23;-0.3689;6,180;0.7853;"Oklahoma City, OK
(35.468494, -97.521264)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;1,996;3;34,057;33,214;Portland, OR;San Antonio, TX;11,970;139.10;210.19;7,310;-71.09;-0.3382;4,660;0.6375;"Portland, OR
(45.516018, -122.681425)";"San Antonio, TX
(29.425173, -98.494599)"
Table 4;1,996;3;34,100;34,986;Philadelphia, PA;Sarasota/Bradenton, FL;13,800;108.15;161.47;8,170;-53.33;-0.3303;5,630;0.6891;"Philadelphia, PA
(39.951061, -75.16562)";"Sarasota/Bradenton, FL
(27.336483, -82.538602)"
Table 4;1,996;2;30,158;31,295;Atlantic City, NJ;Detroit, MI;18,390;72.68;113.30;14,970;-40.62;-0.3585;3,420;0.2285;"Atlantic City, NJ
(33.748547, -84.391502)";"Detroit, MI
(42.332916, -83.047853)"
Table 4;1,996;2;30,189;30,194;Colorado Springs, CO;Dallas/Fort Worth, TX;56,160;97.30;170.79;13,980;-73.48;-0.4303;42,180;3.0172;"Colorado Springs, CO
(38.835224, -104.819798)";"Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4;1,996;2;30,189;30,693;Colorado Springs, CO;Nashville, TN;15,930;120.27;263.42;2,020;-143.16;-0.5434;13,910;6.8861;"Colorado Springs, CO
(38.835224, -104.819798)";"Nashville, TN
(36.166687, -86.779932)"
Table 4;1,996;2;30,189;31,453;Colorado Springs, CO;Houston, TX;43,250;113.11;211.06;5,750;-97.95;-0.4641;37,500;6.5217;"Colorado Springs, CO
(38.835224, -104.819798)";"Houston, TX
(29.760803, -95.369506)"
Table 4;1,996;2;30,189;31,703;Colorado Springs, CO;New York City, NY (Metropolitan Area);53,810;160.55;271.13;14,370;-110.58;-0.4078;39,440;2.7446;"Colorado Springs, CO
(38.835224, -104.819798)";"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4;1,996;2;30,189;32,337;Colorado Springs, CO;Indianapolis, IN;20,690;109.87;176.54;4,560;-66.67;-0.3776;16,130;3.5373;"Colorado Springs, CO
(38.835224, -104.819798)";"Indianapolis, IN
(39.76845, -86.156212)"
Table 4;1,996;2;30,189;33,198;Colorado Springs, CO;Kansas City, MO;18,300;99.55;184.11;2,620;-84.56;-0.4593;15,680;5.9847;"Colorado Springs, CO
(38.835224, -104.819798)";"Kansas City, MO
(39.099792, -94.578559)"
Table 4;1,996;2;30,189;33,214;Colorado Springs, CO;San Antonio, TX;23,570;104.09;185.89;5,320;-81.81;-0.4401;18,250;3.4305;"Colorado Springs, CO
(38.835224, -104.819798)";"San Antonio, TX
(29.425173, -98.494599)"
Table 4;1,996;2;30,189;33,570;Colorado Springs, CO;San Diego, CA;27,890;103.12;163.02;8,440;-59.90;-0.3674;19,450;2.3045;"Colorado Springs, CO
(38.835224, -104.819798)";"San Diego, CA
(32.71576, -117.163817)"
Table 4;1,996;2;30,189;33,851;Colorado Springs, CO;Oklahoma City, OK;22,700;80.05;195.22;1,760;-115.18;-0.5900;20,940;11.8977;"Colorado Springs, CO
(38.835224, -104.819798)";"Oklahoma City, OK
(35.468494, -97.521264)"
Table 4;1,996;2;30,189;34,057;Colorado Springs, CO;Portland, OR;18,210;127.41;204.54;5,500;-77.13;-0.3771;12,710;2.3109;"Colorado Springs, CO
(38.835224, -104.819798)";"Portland, OR
(45.516018, -122.681425)"
Table 4;1,996;2;30,189;34,653;Colorado Springs, CO;Tulsa, OK;16,090;83.13;200.07;1,090;-116.95;-0.5845;15,000;13.7615;"Colorado Springs, CO
(38.835224, -104.819798)";"Tulsa, OK
(61.096484, -160.967455)"
Table 4;1,996;2;30,194;30,198;Dallas/Fort Worth, TX;Pittsburgh, PA;34,340;215.78;329.01;23,290;-113.23;-0.3442;11,050;0.4745;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Pittsburgh, PA
(40.442169, -79.994945)"
Table 4;1,996;2;30,194;31,136;Dallas/Fort Worth, TX;Jacksonville, FL;24,100;135.30;228.87;19,110;-93.58;-0.4089;4,990;0.2611;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Jacksonville, FL
(30.325968, -81.65676)"
